营业流水号,结算流水号,客位名称,牌号,备注,桌号,就餐人数,应收金额,优惠金额,实收金额,操作pos,操作员,结算时间,开票标志,打印次数,hour
YY000101-251219-0037,JS000101-251219-0049,大厅.A04,,,,2,133.0,0.0,133.0,收银pos,001-收银,2025-12-19 12:27:38,否,0,12
YY000101-251219-0049,JS000101-251219-0046,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-19 12:23:45,否,1,12
YY000101-251219-0046,JS000101-251219-0045,外卖区域.WM客位204262,,,,1,66.6,0.0,66.6,收银pos,001-收银,2025-12-19 12:13:41,否,1,12
YY000101-251219-0044,JS000101-251219-0043,外卖区域.WM客位204262,,,,1,59.3,0.0,59.3,收银pos,001-收银,2025-12-19 12:12:48,否,1,12
YY000101-251219-0043,JS000101-251219-0042,外卖区域.WM客位204262,,,,1,32.82,0.0,32.82,收银pos,001-收银,2025-12-19 12:12:25,否,1,12
YY000101-251219-0040,JS000101-251219-0040,大厅.A03,,,,2,33.0,0.0,33.0,收银pos,001-收银,2025-12-19 12:09:06,否,0,12
YY000101-251219-0041,JS000101-251219-0039,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-19 12:07:40,否,1,12
YY000101-251219-0039,JS000101-251219-0038,外卖区域.WM客位204262,,,,1,52.6,0.0,52.6,收银pos,001-收银,2025-12-19 12:00:33,否,1,12
YY000101-251219-0038,JS000101-251219-0037,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-19 11:58:39,否,1,11
YY000101-251219-0036,JS000101-251219-0036,外卖区域.WM客位204262,,,,1,29.8,0.0,29.8,收银pos,001-收银,2025-12-19 11:43:38,否,1,11
YY000101-251219-0035,JS000101-251219-0035,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-19 11:40:19,否,1,11
YY000101-251219-0034,JS000101-251219-0034,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-19 11:38:10,否,1,11
YY000101-251219-0033,JS000101-251219-0033,外卖区域.WM客位204262,,,,1,28.8,0.0,28.8,收银pos,001-收银,2025-12-19 11:38:02,否,1,11
YY000101-251219-0032,JS000101-251219-0032,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-19 11:35:07,否,1,11
YY000101-251219-0031,JS000101-251219-0031,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-19 11:32:58,否,1,11
YY000101-251219-0030,JS000101-251219-0030,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-19 11:31:29,否,1,11
YY000101-251219-0029,JS000101-251219-0029,外卖区域.WM客位204262,,,,1,30.8,0.0,30.8,收银pos,001-收银,2025-12-19 11:30:47,否,1,11
YY000101-251219-0028,JS000101-251219-0028,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-19 11:30:30,否,1,11
YY000101-251219-0027,JS000101-251219-0027,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-19 11:29:47,否,1,11
YY000101-251219-0026,JS000101-251219-0026,外卖区域.WM客位204262,,,,1,52.6,0.0,52.6,收银pos,001-收银,2025-12-19 11:29:29,否,1,11
YY000101-251219-0025,JS000101-251219-0025,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-19 11:27:20,否,1,11
YY000101-251219-0024,JS000101-251219-0024,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-19 11:26:18,否,1,11
YY000101-251219-0023,JS000101-251219-0023,外卖区域.WM客位204262,,,,1,44.7,0.0,44.7,收银pos,001-收银,2025-12-19 11:24:09,否,1,11
YY000101-251219-0021,JS000101-251219-0021,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-19 11:19:26,否,1,11
YY000101-251219-0020,JS000101-251219-0020,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-19 11:16:26,否,1,11
YY000101-251219-0019,JS000101-251219-0019,外卖区域.WM客位204262,,,,1,38.7,0.0,38.7,收银pos,001-收银,2025-12-19 11:15:08,否,1,11
YY000101-251219-0018,JS000101-251219-0018,外卖区域.WM客位204262,,,,1,22.77,0.0,22.77,收银pos,001-收银,2025-12-19 11:14:30,否,1,11
YY000101-251219-0017,JS000101-251219-0017,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-19 11:12:57,否,1,11
YY000101-251219-0016,JS000101-251219-0016,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-19 11:11:38,否,1,11
YY000101-251219-0015,JS000101-251219-0015,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-19 11:11:16,否,1,11
YY000101-251219-0014,JS000101-251219-0014,外卖区域.WM客位204262,,,,1,35.3,0.0,35.3,收银pos,001-收银,2025-12-19 11:09:42,否,1,11
YY000101-251219-0013,JS000101-251219-0013,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-19 11:08:39,否,1,11
YY000101-251219-0012,JS000101-251219-0012,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-19 11:08:06,否,1,11
YY000101-251219-0011,JS000101-251219-0011,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-19 11:07:38,否,1,11
YY000101-251219-0010,JS000101-251219-0010,外卖区域.WM客位204262,,,,1,53.7,0.0,53.7,收银pos,001-收银,2025-12-19 11:07:01,否,1,11
YY000101-251219-0009,JS000101-251219-0009,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-19 11:02:40,否,1,11
YY000101-251219-0008,JS000101-251219-0008,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-19 11:02:12,否,1,11
YY000101-251219-0007,JS000101-251219-0007,外卖区域.WM客位204262,,,,1,57.8,0.0,57.8,收银pos,001-收银,2025-12-19 11:01:48,否,1,11
YY000101-251219-0006,JS000101-251219-0006,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-19 10:58:48,否,1,10
YY000101-251219-0005,JS000101-251219-0005,外卖区域.WM客位204262,,,,1,68.8,0.0,68.8,收银pos,001-收银,2025-12-19 10:50:49,否,1,10
YY000101-251219-0004,JS000101-251219-0004,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-19 10:49:41,否,1,10
YY000101-251219-0003,JS000101-251219-0003,外卖区域.WM客位204262,,,,1,46.7,0.0,46.7,收银pos,001-收银,2025-12-19 10:10:55,否,1,10
YY000101-251219-0002,JS000101-251219-0002,外卖区域.WM客位204262,,,,1,41.8,0.0,41.8,收银pos,001-收银,2025-12-19 09:59:15,否,1,9
YY000101-251219-0001,JS000101-251219-0001,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-19 08:42:28,否,1,8
YY000101-251218-0112,JS000101-251218-0115,大厅.A06,,,,2,279.0,0.0,279.0,收银pos,001-收银,2025-12-18 21:15:46,否,0,21
YY000101-251218-0115,JS000101-251218-0114,大厅.A08,,,,4,199.0,0.0,199.0,收银pos,001-收银,2025-12-18 21:15:07,否,0,21
YY000101-251218-0107,JS000101-251218-0113,大厅.A04,,,,3,397.0,0.0,397.0,收银pos,001-收银,2025-12-18 21:14:05,否,0,21
YY000101-251218-0113,JS000101-251218-0111,大厅.A08,,,,2,278.0,0.0,278.0,收银pos,001-收银,2025-12-18 20:45:14,否,0,20
YY000101-251218-0105,JS000101-251218-0103,大厅.A07,,,,2,306.0,0.0,306.0,收银pos,001-收银,2025-12-18 20:45:03,否,0,20
YY000101-251218-0114,JS000101-251218-0112,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 20:38:32,否,1,20
YY000101-251218-0109,JS000101-251218-0106,大厅.A02,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-18 20:35:08,否,0,20
YY000101-251218-0101,JS000101-251218-0110,大厅.A08,,,,5,278.0,51.4,226.6,收银pos,001-收银,2025-12-18 20:34:59,否,0,20
YY000101-251218-0102,JS000101-251218-0109,大厅.A09,,,,2,18.0,0.0,18.0,收银pos,001-收银,2025-12-18 20:32:17,否,0,20
YY000101-251218-0111,JS000101-251218-0108,外卖区域.WM客位204262,,,,1,54.8,0.0,54.8,收银pos,001-收银,2025-12-18 20:30:04,否,1,20
YY000101-251218-0110,JS000101-251218-0107,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-18 20:18:14,否,1,20
YY000101-251218-0091,JS000101-251218-0091,大厅.A02,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-18 20:15:11,否,0,20
YY000101-251218-0108,JS000101-251218-0105,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-18 19:54:52,否,1,19
YY000101-251218-0106,JS000101-251218-0104,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-12-18 19:49:06,否,1,19
YY000101-251218-0104,JS000101-251218-0102,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 19:42:03,否,1,19
YY000101-251218-0103,JS000101-251218-0101,外卖区域.WM客位204262,,,,1,73.8,0.0,73.8,收银pos,001-收银,2025-12-18 19:34:00,否,1,19
YY000101-251218-0087,JS000101-251218-0087,大厅.A03,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-18 19:13:27,否,0,19
YY000101-251218-0088,JS000101-251218-0089,大厅.A04,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-18 19:13:23,否,0,19
YY000101-251218-0100,JS000101-251218-0100,大厅.A09,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-18 19:13:20,否,0,19
YY000101-251218-0099,JS000101-251218-0099,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 19:10:13,否,1,19
YY000101-251218-0098,JS000101-251218-0098,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-18 19:07:48,否,1,19
YY000101-251218-0097,JS000101-251218-0097,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-18 19:02:23,否,1,19
YY000101-251218-0096,JS000101-251218-0096,外卖区域.WM客位204262,,,,1,47.7,0.0,47.7,收银pos,001-收银,2025-12-18 19:02:05,否,1,19
YY000101-251218-0095,JS000101-251218-0095,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-18 18:46:59,否,1,18
YY000101-251218-0094,JS000101-251218-0094,外卖区域.WM客位204262,,,,1,89.7,0.0,89.7,收银pos,001-收银,2025-12-18 18:46:16,否,1,18
YY000101-251218-0093,JS000101-251218-0093,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-12-18 18:35:18,否,1,18
YY000101-251218-0092,JS000101-251218-0092,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-18 18:28:15,否,1,18
YY000101-251218-0090,JS000101-251218-0090,外卖区域.WM客位204262,,,,1,50.5,0.0,50.5,收银pos,001-收银,2025-12-18 18:21:42,否,1,18
YY000101-251218-0089,JS000101-251218-0088,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-18 18:01:47,否,1,18
YY000101-251218-0086,JS000101-251218-0086,外卖区域.WM客位204262,,,,1,42.3,0.0,42.3,收银pos,001-收银,2025-12-18 17:46:15,否,1,17
YY000101-251218-0085,JS000101-251218-0085,外卖区域.WM客位204262,,,,1,46.8,0.0,46.8,收银pos,001-收银,2025-12-18 17:32:59,否,1,17
YY000101-251218-0084,JS000101-251218-0084,外卖区域.WM客位204262,,,,1,69.6,0.0,69.6,收银pos,001-收银,2025-12-18 17:25:17,否,1,17
YY000101-251218-0083,JS000101-251218-0083,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-18 17:22:17,否,1,17
YY000101-251218-0082,JS000101-251218-0082,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 16:47:49,否,1,16
YY000101-251218-0081,JS000101-251218-0081,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-18 16:41:12,否,1,16
YY000101-251218-0080,JS000101-251218-0080,大厅.A06,,,,2,6.0,0.0,6.0,收银pos,001-收银,2025-12-18 16:29:48,否,0,16
YY000101-251218-0079,JS000101-251218-0079,大厅.A10,,,,1,26.0,0.0,26.0,收银pos,001-收银,2025-12-18 16:28:48,否,0,16
YY000101-251218-0078,JS000101-251218-0078,外卖区域.WM客位204262,,,,1,38.7,0.0,38.7,收银pos,001-收银,2025-12-18 16:27:41,否,1,16
YY000101-251218-0077,JS000101-251218-0077,外卖区域.WM客位204262,,,,1,50.8,0.0,50.8,收银pos,001-收银,2025-12-18 16:21:40,否,1,16
YY000101-251218-0076,JS000101-251218-0076,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-18 16:20:11,否,1,16
YY000101-251218-0074,JS000101-251218-0074,大厅.A06,,,,2,59.8,0.0,59.8,收银pos,001-收银,2025-12-18 16:02:07,否,0,16
YY000101-251218-0075,JS000101-251218-0075,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-18 15:33:25,否,1,15
YY000101-251218-0073,JS000101-251218-0073,外卖区域.WM客位204262,,,,1,53.7,0.0,53.7,收银pos,001-收银,2025-12-18 15:11:34,否,1,15
YY000101-251218-0067,JS000101-251218-0072,大厅.A08,,,,1,173.0,25.6,147.4,收银pos,001-收银,2025-12-18 15:00:29,否,0,15
YY000101-251218-0072,JS000101-251218-0071,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-18 14:46:22,否,1,14
YY000101-251218-0071,JS000101-251218-0070,外卖区域.WM客位204262,,,,1,48.8,0.0,48.8,收银pos,001-收银,2025-12-18 14:38:29,否,1,14
YY000101-251218-0070,JS000101-251218-0069,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 14:30:47,否,1,14
YY000101-251218-0069,JS000101-251218-0068,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-18 14:27:37,否,1,14
YY000101-251218-0068,JS000101-251218-0067,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 14:27:15,否,1,14
YY000101-251218-0066,JS000101-251218-0066,外卖区域.WM客位204262,,,,1,57.8,0.0,57.8,收银pos,001-收银,2025-12-18 14:14:29,否,1,14
YY000101-251218-0060,JS000101-251218-0064,大厅.A09,,,,1,39.0,0.0,39.0,收银pos,001-收银,2025-12-18 13:58:14,否,0,13
YY000101-251218-0064,JS000101-251218-0063,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-18 13:56:43,否,1,13
YY000101-251218-0063,JS000101-251218-0062,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-18 13:52:33,否,1,13
YY000101-251218-0062,JS000101-251218-0061,大厅.A11,,,,2,50.0,0.0,50.0,收银pos,001-收银,2025-12-18 13:50:07,否,0,13
YY000101-251218-0061,JS000101-251218-0060,外卖区域.WM客位204262,,,,1,79.8,0.0,79.8,收银pos,001-收银,2025-12-18 13:37:22,否,1,13
YY000101-251218-0059,JS000101-251218-0059,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-18 13:28:03,否,1,13
YY000101-251218-0058,JS000101-251218-0058,外卖区域.WM客位204262,,,,1,54.8,0.0,54.8,收银pos,001-收银,2025-12-18 13:26:35,否,1,13
YY000101-251218-0052,JS000101-251218-0057,大厅.A03,,,,1,38.0,0.0,38.0,收银pos,001-收银,2025-12-18 13:14:14,否,0,13
YY000101-251218-0057,JS000101-251218-0056,外卖区域.WM客位204262,,,,1,50.8,0.0,50.8,收银pos,001-收银,2025-12-18 13:11:39,否,1,13
YY000101-251218-0056,JS000101-251218-0055,大厅.A02,,,,1,26.0,0.0,26.0,收银pos,001-收银,2025-12-18 13:07:44,否,0,13
YY000101-251218-0055,JS000101-251218-0054,大厅.A01,,,,1,18.0,0.0,18.0,收银pos,001-收银,2025-12-18 13:03:47,否,0,13
YY000101-251218-0050,JS000101-251218-0053,大厅.A01,,,,2,28.0,3.36,24.64,收银pos,001-收银,2025-12-18 12:58:24,否,0,12
YY000101-251218-0045,JS000101-251218-0052,大厅.A08,,,,5,242.0,18.0,224.0,收银pos,001-收银,2025-12-18 12:56:12,否,0,12
YY000101-251218-0054,JS000101-251218-0051,外卖区域.WM客位204262,,,,1,36.6,0.0,36.6,收银pos,001-收银,2025-12-18 12:55:22,否,1,12
YY000101-251218-0053,JS000101-251218-0050,外卖区域.WM客位204262,,,,1,46.7,0.0,46.7,收银pos,001-收银,2025-12-18 12:49:31,否,1,12
YY000101-251218-0051,JS000101-251218-0049,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-18 12:27:14,否,1,12
YY000101-251218-0049,JS000101-251218-0048,外卖区域.WM客位204262,,,,1,74.6,0.0,74.6,收银pos,001-收银,2025-12-18 12:24:55,否,1,12
YY000101-251218-0048,JS000101-251218-0047,外卖区域.WM客位204262,,,,1,54.6,0.0,54.6,收银pos,001-收银,2025-12-18 12:22:21,否,1,12
YY000101-251218-0047,JS000101-251218-0046,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-18 12:12:32,否,1,12
YY000101-251218-0046,JS000101-251218-0045,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-18 12:11:04,否,1,12
YY000101-251218-0044,JS000101-251218-0044,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-18 12:03:16,否,1,12
YY000101-251218-0043,JS000101-251218-0043,外卖区域.WM客位204262,,,,1,53.8,0.0,53.8,收银pos,001-收银,2025-12-18 12:02:18,否,1,12
YY000101-251218-0042,JS000101-251218-0042,外卖区域.WM客位204262,,,,1,51.8,0.0,51.8,收银pos,001-收银,2025-12-18 12:02:01,否,1,12
YY000101-251218-0041,JS000101-251218-0041,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-18 12:01:38,否,1,12
YY000101-251218-0040,JS000101-251218-0040,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-18 11:56:42,否,1,11
YY000101-251218-0039,JS000101-251218-0039,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-18 11:56:00,否,1,11
YY000101-251218-0037,JS000101-251218-0038,大厅.A07,,,,1,26.0,0.0,26.0,收银pos,001-收银,2025-12-18 11:55:20,否,0,11
YY000101-251218-0038,JS000101-251218-0037,外卖区域.WM客位204262,,,,1,49.3,0.0,49.3,收银pos,001-收银,2025-12-18 11:54:41,否,1,11
YY000101-251218-0036,JS000101-251218-0036,外卖区域.WM客位204262,,,,1,69.7,0.0,69.7,收银pos,001-收银,2025-12-18 11:49:21,否,1,11
YY000101-251218-0035,JS000101-251218-0035,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-18 11:48:39,否,1,11
YY000101-251218-0034,JS000101-251218-0034,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-18 11:47:26,否,1,11
YY000101-251218-0033,JS000101-251218-0033,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 11:47:13,否,1,11
YY000101-251218-0032,JS000101-251218-0032,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-18 11:43:39,否,1,11
YY000101-251218-0031,JS000101-251218-0031,外卖区域.WM客位204262,,,,1,49.8,0.0,49.8,收银pos,001-收银,2025-12-18 11:36:02,否,1,11
YY000101-251218-0030,JS000101-251218-0030,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-12-18 11:35:34,否,1,11
YY000101-251218-0029,JS000101-251218-0029,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-18 11:35:33,否,1,11
YY000101-251218-0028,JS000101-251218-0028,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-18 11:34:24,否,1,11
YY000101-251218-0027,JS000101-251218-0027,外卖区域.WM客位204262,,,,1,44.2,0.0,44.2,收银pos,001-收银,2025-12-18 11:33:41,否,1,11
YY000101-251218-0026,JS000101-251218-0026,外卖区域.WM客位204262,,,,1,59.3,0.0,59.3,收银pos,001-收银,2025-12-18 11:27:35,否,1,11
YY000101-251218-0025,JS000101-251218-0025,外卖区域.WM客位204262,,,,1,70.6,0.0,70.6,收银pos,001-收银,2025-12-18 11:27:02,否,1,11
YY000101-251218-0024,JS000101-251218-0024,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-18 11:23:52,否,1,11
YY000101-251218-0023,JS000101-251218-0023,外卖区域.WM客位204262,,,,1,44.7,0.0,44.7,收银pos,001-收银,2025-12-18 11:21:33,否,1,11
YY000101-251218-0022,JS000101-251218-0022,外卖区域.WM客位204262,,,,1,47.7,0.0,47.7,收银pos,001-收银,2025-12-18 11:20:15,否,1,11
YY000101-251218-0021,JS000101-251218-0021,外卖区域.WM客位204262,,,,1,52.8,0.0,52.8,收银pos,001-收银,2025-12-18 11:19:47,否,1,11
YY000101-251218-0020,JS000101-251218-0020,外卖区域.WM客位204262,,,,1,34.3,0.0,34.3,收银pos,001-收银,2025-12-18 11:18:40,否,1,11
YY000101-251218-0019,JS000101-251218-0019,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-18 11:17:22,否,1,11
YY000101-251218-0018,JS000101-251218-0018,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-18 11:17:15,否,1,11
YY000101-251218-0017,JS000101-251218-0017,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 11:16:02,否,1,11
YY000101-251218-0016,JS000101-251218-0016,外卖区域.WM客位204262,,,,1,41.6,0.0,41.6,收银pos,001-收银,2025-12-18 11:11:02,否,1,11
YY000101-251218-0015,JS000101-251218-0015,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-18 11:10:04,否,1,11
YY000101-251218-0014,JS000101-251218-0014,外卖区域.WM客位204262,,,,1,66.8,0.0,66.8,收银pos,001-收银,2025-12-18 11:09:31,否,1,11
YY000101-251218-0013,JS000101-251218-0013,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 11:08:29,否,1,11
YY000101-251218-0012,JS000101-251218-0012,外卖区域.WM客位204262,,,,1,69.8,0.0,69.8,收银pos,001-收银,2025-12-18 11:07:51,否,1,11
YY000101-251218-0011,JS000101-251218-0011,外卖区域.WM客位204262,,,,1,57.8,0.0,57.8,收银pos,001-收银,2025-12-18 11:07:03,否,1,11
YY000101-251218-0010,JS000101-251218-0010,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-18 11:04:49,否,1,11
YY000101-251218-0009,JS000101-251218-0009,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-18 11:02:20,否,1,11
YY000101-251218-0008,JS000101-251218-0008,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-18 10:58:55,否,1,10
YY000101-251218-0007,JS000101-251218-0007,外卖区域.WM客位204262,,,,1,45.6,0.0,45.6,收银pos,001-收银,2025-12-18 10:57:16,否,1,10
YY000101-251218-0006,JS000101-251218-0006,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 10:57:15,否,1,10
YY000101-251218-0005,JS000101-251218-0005,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 10:52:59,否,1,10
YY000101-251218-0004,JS000101-251218-0004,外卖区域.WM客位204262,,,,1,73.7,0.0,73.7,收银pos,001-收银,2025-12-18 10:43:00,否,1,10
YY000101-251218-0003,JS000101-251218-0003,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-18 10:29:40,否,1,10
YY000101-251218-0002,JS000101-251218-0002,外卖区域.WM客位204262,,,,1,33.7,0.0,33.7,收银pos,001-收银,2025-12-18 10:27:45,否,1,10
